id,razon_social,nit,sector,empleados,ingresos_estimados,ciudad,zona,fuente,notas,estado,fecha_creacion,_source_row,id_original,id_normalizado,id_normalization_rule,id_was_inferred,razon_social_original,razon_social_normalizado,razon_social_normalization_rule,razon_social_was_inferred,nit_original,nit_normalizado,nit_normalization_rule,nit_was_inferred,sector_original,sector_normalizado,sector_normalization_rule,sector_was_inferred,empleados_original,empleados_normalizado,empleados_normalization_rule,empleados_was_inferred,ingresos_estimados_original,ingresos_estimados_normalizado,ingresos_estimados_normalization_rule,ingresos_estimados_was_inferred,ciudad_original,ciudad_normalizado,ciudad_normalization_rule,ciudad_was_inferred,zona_original,zona_normalizada,zona_normalization_rule,zona_was_inferred,fuente_original,fuente_normalizado,fuente_normalization_rule,fuente_was_inferred,notas_original,notas_normalizado,notas_normalization_rule,notas_was_inferred,estado_original,estado_normalizado,estado_normalization_rule,estado_was_inferred,fecha_creacion_original,fecha_creacion_normalizado,fecha_creacion_normalization_rule,fecha_creacion_was_inferred
106,Grupo San Rafael S.A.S.,907367225-1,Manufactura,12,537000000,Cartagena,Costa,campaña,Pidió que lo contacte alguien que conozca el sector.,asignado,2026-04-15,107,106,106,trim_unicode_nfc,False,Grupo San Rafael S.A.S.,Grupo San Rafael S.A.S.,trim_unicode_nfc,False,907367225-1,9073672251,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,12,12,nonnegative_decimal,False,537000000,537000000,nonnegative_decimal,False,Cartagena,Cartagena,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-04-15,2026-04-15,iso_date,False
107,Comercializadora Los Nevados S. en C.,936415437-0,Manufactura,180,16719000000,Chía,CENTRO,evento,"Correo rebotado, el celular sí contesta.",en_gestion,2026-07-26,108,107,107,trim_unicode_nfc,False,Comercializadora Los Nevados S. en C.,Comercializadora Los Nevados S. en C.,trim_unicode_nfc,False,936415437-0,9364154370,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,16719000000,16719000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-26,2026-07-26,iso_date,False
108,Industrias Cafetera S.A.,952788450-5,Metalmecánica,420,29833000000,Rionegro,antioquia,lista,"Empresa familiar, decide el dueño directamente.",asignado,2026-07-20,109,108,108,trim_unicode_nfc,False,Industrias Cafetera S.A.,Industrias Cafetera S.A.,trim_unicode_nfc,False,952788450-5,9527884505,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,29833000000,29833000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,antioquia,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-07-20,2026-07-20,iso_date,False
109,Comercializadora Pacífico Sur Ltda.,986846771-0,Educación,8,308000000,Cali,occidente,evento,Solicitó información de eficiencia energética para planta nueva.,descartado,2026-04-05,110,109,109,trim_unicode_nfc,False,Comercializadora Pacífico Sur Ltda.,Comercializadora Pacífico Sur Ltda.,trim_unicode_nfc,False,986846771-0,9868467710,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,308000000,308000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-04-05,2026-04-05,iso_date,False
110,Alimentos Los Nevados Ltda.,982194405-8,Educación,260,3487000000,Tunja,Centro,evento,,en_gestion,2026-05-27,111,110,110,trim_unicode_nfc,False,Alimentos Los Nevados Ltda.,Alimentos Los Nevados Ltda.,trim_unicode_nfc,False,982194405-8,9821944058,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,3487000000,3487000000,nonnegative_decimal,False,Tunja,Tunja,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-05-27,2026-05-27,iso_date,False
111,Agropecuaria El Poblado S.A.S.,927172033-0,Hotelería,,16334000000,Bogotá,Centro,referido,Pidió que lo contacte alguien que conozca el sector.,en_gestion,2026-05-12,112,111,111,trim_unicode_nfc,False,Agropecuaria El Poblado S.A.S.,Agropecuaria El Poblado S.A.S.,trim_unicode_nfc,False,927172033-0,9271720330,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,,,missing,False,16334000000,16334000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-05-12,2026-05-12,iso_date,False
112,Textiles Magdalena S. en C.,901393687-7,Retail,650,60811000000,Tunja,Bogotá,campaña,Llamar únicamente después de las 2 pm.,asignado,2026-04-17,113,112,112,trim_unicode_nfc,False,Textiles Magdalena S. en C.,Textiles Magdalena S. en C.,trim_unicode_nfc,False,901393687-7,9013936877,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,650,650,nonnegative_decimal,False,60811000000,60811000000,nonnegative_decimal,False,Tunja,Tunja,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Llamar únicamente después de las 2 pm.,Llamar únicamente después de las 2 pm.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-04-17,2026-04-17,iso_date,False
113,Servicios La Candelaria S. en C.,900119703-7,Transporte y logística,2100,82301000000,Pereira,Occidente,campaña,Pidió que lo contacte alguien que conozca el sector.,asignado,2026-07-13,114,113,113,trim_unicode_nfc,False,Servicios La Candelaria S. en C.,Servicios La Candelaria S. en C.,trim_unicode_nfc,False,900119703-7,9001197037,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,82301000000,82301000000,nonnegative_decimal,False,Pereira,Pereira,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-07-13,2026-07-13,iso_date,False
114,Comercializadora Zipaquirá Ltda.,989306479-6,Manufactura,420,89717000000,Medellín,Antioquia,lista,"Registro cargado desde base comprada, sin validar.",asignado,2026-04-15,115,114,114,trim_unicode_nfc,False,Comercializadora Zipaquirá Ltda.,Comercializadora Zipaquirá Ltda.,trim_unicode_nfc,False,989306479-6,9893064796,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,89717000000,89717000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-04-15,2026-04-15,iso_date,False
115,Alimentos La Candelaria S.A.S.,950019483-0,Educación,260,15257000000,Manizales,Occidente,lista,"Quiere propuesta para siete sedes, no para una.",en_gestion,2026-07-07,116,115,115,trim_unicode_nfc,False,Alimentos La Candelaria S.A.S.,Alimentos La Candelaria S.A.S.,trim_unicode_nfc,False,950019483-0,9500194830,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,15257000000,15257000000,nonnegative_decimal,False,Manizales,Manizales,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-07,2026-07-07,iso_date,False
116,Constructora Pacífico Sur Ltda.,968312507-4,Metalmecánica,180,15752000000,Armenia,occidente,campaña,"Quiere propuesta para siete sedes, no para una.",en_gestion,2026-06-15,117,116,116,trim_unicode_nfc,False,Constructora Pacífico Sur Ltda.,Constructora Pacífico Sur Ltda.,trim_unicode_nfc,False,968312507-4,9683125074,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,15752000000,15752000000,nonnegative_decimal,False,Armenia,Armenia,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-06-15,2026-06-15,iso_date,False
117,Inversiones Zipaquirá S. en C.,963341883-9,Educación,420,100510000000,Bogotá,Centro,evento,"Ya fue cliente en 2023, se retiró por precio.",en_gestion,2026-06-20,118,117,117,trim_unicode_nfc,False,Inversiones Zipaquirá S. en C.,Inversiones Zipaquirá S. en C.,trim_unicode_nfc,False,963341883-9,9633418839,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,100510000000,100510000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-06-20,2026-06-20,iso_date,False
118,Transportes Sierra Nevada S.A.,971102444-4,Minería,40,2358000000,Cali,Occidente ,evento,"Registro cargado desde base comprada, sin validar.",descartado,2026-09-11,119,118,118,trim_unicode_nfc,False,Transportes Sierra Nevada S.A.,Transportes Sierra Nevada S.A.,trim_unicode_nfc,False,971102444-4,9711024444,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,2358000000,2358000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,Occidente ,Occidente,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-09-11,2026-09-11,iso_date,False
119,Grupo Antares S.A.S.,976547797-8,,260,12371000000,Bogotá,CENTRO,web,Solicitó información de eficiencia energética para planta nueva.,en_gestion,2026-07-20,120,119,119,trim_unicode_nfc,False,Grupo Antares S.A.S.,Grupo Antares S.A.S.,trim_unicode_nfc,False,976547797-8,9765477978,nit_remove_formatting,False,,,missing,False,260,260,nonnegative_decimal,False,12371000000,12371000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-20,2026-07-20,iso_date,False
120,Agropecuaria Yumbo S.A.S.,919131181-2,Tecnología,18,2079000000,Rionegro,antioquia,campaña,"Dejó los datos en el stand de la feria, mostró poco interés.",asignado,2026-03-17,121,120,120,trim_unicode_nfc,False,Agropecuaria Yumbo S.A.S.,Agropecuaria Yumbo S.A.S.,trim_unicode_nfc,False,919131181-2,9191311812,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,2079000000,2079000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,antioquia,Antioquia,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Dejó los datos en el stand de la feria, mostró poco interés.","Dejó los datos en el stand de la feria, mostró poco interés.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-03-17,2026-03-17,iso_date,False
121,Grupo Las Palmas S.A.S.,972071238-3,Alimentos y bebidas,18,974000000,Palmira,Occidente ,referido,"Dejó los datos en el stand de la feria, mostró poco interés.",en_gestion,2026-03-03,122,121,121,trim_unicode_nfc,False,Grupo Las Palmas S.A.S.,Grupo Las Palmas S.A.S.,trim_unicode_nfc,False,972071238-3,9720712383,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,974000000,974000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,Occidente ,Occidente,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Dejó los datos en el stand de la feria, mostró poco interés.","Dejó los datos en el stand de la feria, mostró poco interés.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-03-03,2026-03-03,iso_date,False
122,Alimentos Andina S.A.S.,921477628-1,Química,12,,Bogotá,Bogotá,lista,Insistió en hablar con alguien senior.,en_gestion,2026-04-20,123,122,122,trim_unicode_nfc,False,Alimentos Andina S.A.S.,Alimentos Andina S.A.S.,trim_unicode_nfc,False,921477628-1,9214776281,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,12,12,nonnegative_decimal,False,,,missing,False,Bogotá,Bogotá,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-04-20,2026-04-20,iso_date,False
123,Distribuidora Los Nevados S.A.,943295347-6,Química,180,5286000000,Itagüí,Antioquia,referido,Lo refirió el gerente de una cuenta actual.,en_gestion,2026-04-04,124,123,123,trim_unicode_nfc,False,Distribuidora Los Nevados S.A.,Distribuidora Los Nevados S.A.,trim_unicode_nfc,False,943295347-6,9432953476,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,5286000000,5286000000,nonnegative_decimal,False,Itagüí,Itagüí,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-04-04,2026-04-04,iso_date,False
124,Transportes Santa Bárbara Ltda.,976366939-4,Metalmecánica,650,36256000000,Tunja,Centro,referido,Solicitó información de eficiencia energética para planta nueva.,asignado,2026-03-06,125,124,124,trim_unicode_nfc,False,Transportes Santa Bárbara Ltda.,Transportes Santa Bárbara Ltda.,trim_unicode_nfc,False,976366939-4,9763669394,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,650,650,nonnegative_decimal,False,36256000000,36256000000,nonnegative_decimal,False,Tunja,Tunja,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-03-06,2026-03-06,iso_date,False
125,Agropecuaria del Caribe S.A.S.,912615590-2,Construcción,260,13872000000,Santa Marta,Costa,evento,Tiene contrato vigente con otro proveedor hasta diciembre.,asignado,2026-06-18,126,125,125,trim_unicode_nfc,False,Agropecuaria del Caribe S.A.S.,Agropecuaria del Caribe S.A.S.,trim_unicode_nfc,False,912615590-2,9126155902,nit_remove_formatting,False,Construcción,construcción,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,13872000000,13872000000,nonnegative_decimal,False,Santa Marta,Santa Marta,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Tiene contrato vigente con otro proveedor hasta diciembre.,Tiene contrato vigente con otro proveedor hasta diciembre.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-06-18,2026-06-18,iso_date,False
126,Grupo Antares Ltda.,984431371-4,Manufactura,18,2078000000,Barranquilla,Costa,web,Ya lo contactamos en marzo y pidió que no insistiéramos.,asignado,2026-04-09,127,126,126,trim_unicode_nfc,False,Grupo Antares Ltda.,Grupo Antares Ltda.,trim_unicode_nfc,False,984431371-4,9844313714,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,2078000000,2078000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-04-09,2026-04-09,iso_date,False
127,Industrias Vallecaucana S.A.S.,974404912-3,Agroindustria,8,1164000000,Barranquilla,COSTA,lista,,descartado,2026-07-23,128,127,127,trim_unicode_nfc,False,Industrias Vallecaucana S.A.S.,Industrias Vallecaucana S.A.S.,trim_unicode_nfc,False,974404912-3,9744049123,nit_remove_formatting,False,Agroindustria,agroindustria,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,1164000000,1164000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,descartado,descartado,trim_casefold_status,False,2026-07-23,2026-07-23,iso_date,False
128,Manufacturas Puerto Colombia S.A.,999122678-3,Textil,,3535000000,Barranquilla,COSTA,lista,"Empresa familiar, decide el dueño directamente.",en_gestion,2026-03-06,129,128,128,trim_unicode_nfc,False,Manufacturas Puerto Colombia S.A.,Manufacturas Puerto Colombia S.A.,trim_unicode_nfc,False,999122678-3,9991226783,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,,,missing,False,3535000000,3535000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-03-06,2026-03-06,iso_date,False
129,Textiles Zipaquirá S.A.S.,924793993-8,Agroindustria,180,3350000000,Rionegro,antioquia,lista,"Está comparando tres propuestas, decide este mes.",en_gestion,2026-08-05,130,129,129,trim_unicode_nfc,False,Textiles Zipaquirá S.A.S.,Textiles Zipaquirá S.A.S.,trim_unicode_nfc,False,924793993-8,9247939938,nit_remove_formatting,False,Agroindustria,agroindustria,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,3350000000,3350000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,antioquia,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-08-05,2026-08-05,iso_date,False
130,Inversiones Andina S. en C.,943652889-5,Metalmecánica,260,10343000000,Palmira,Occidente,lista,"Empresa familiar, decide el dueño directamente.",descartado,2026-05-08,131,130,130,trim_unicode_nfc,False,Inversiones Andina S. en C.,Inversiones Andina S. en C.,trim_unicode_nfc,False,943652889-5,9436528895,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,10343000000,10343000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-05-08,2026-05-08,iso_date,False
131,Soluciones Santa Bárbara Ltda.,987307044-1,Tecnología,2100,103772000000,Bogotá,,referido,Tiene contrato vigente con otro proveedor hasta diciembre.,asignado,2026-02-23,132,131,131,trim_unicode_nfc,False,Soluciones Santa Bárbara Ltda.,Soluciones Santa Bárbara Ltda.,trim_unicode_nfc,False,987307044-1,9873070441,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,103772000000,103772000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,,,missing,False,referido,referido,trim_unicode_casefold,False,Tiene contrato vigente con otro proveedor hasta diciembre.,Tiene contrato vigente con otro proveedor hasta diciembre.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-02-23,2026-02-23,iso_date,False
132,Transportes Ecoandes S.A.,979914468-7,Transporte y logística,2100,77534000000,Barranquilla,COSTA,web,Insistió en hablar con alguien senior.,descartado,2026-03-14,133,132,132,trim_unicode_nfc,False,Transportes Ecoandes S.A.,Transportes Ecoandes S.A.,trim_unicode_nfc,False,979914468-7,9799144687,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,77534000000,77534000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-03-14,2026-03-14,iso_date,False
133,Comercializadora La Esperanza S.A.S.,997642854-5,Educación,420,52735000000,Manizales,Occidente,referido,Solicitó información de eficiencia energética para planta nueva.,asignado,2026-06-27,134,133,133,trim_unicode_nfc,False,Comercializadora La Esperanza S.A.S.,Comercializadora La Esperanza S.A.S.,trim_unicode_nfc,False,997642854-5,9976428545,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,52735000000,52735000000,nonnegative_decimal,False,Manizales,Manizales,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-06-27,2026-06-27,iso_date,False
134,Suministros Puerto Colombia S.A.S.,985249869-1,Alimentos y bebidas,80,17027000000,Cali,Occidente,campaña,"Empresa familiar, decide el dueño directamente.",descartado,2026-02-22,135,134,134,trim_unicode_nfc,False,Suministros Puerto Colombia S.A.S.,Suministros Puerto Colombia S.A.S.,trim_unicode_nfc,False,985249869-1,9852498691,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,80,80,nonnegative_decimal,False,17027000000,17027000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,Occidente,Occidente,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-02-22,2026-02-22,iso_date,False
135,Textiles El Dorado S.A.,968771901-2,Inmobiliario,2100,58860000000,Rionegro,Antioquia,evento,,en_gestion,2026-03-19,136,135,135,trim_unicode_nfc,False,Textiles El Dorado S.A.,Textiles El Dorado S.A.,trim_unicode_nfc,False,968771901-2,9687719012,nit_remove_formatting,False,Inmobiliario,inmobiliario,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,58860000000,58860000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-03-19,2026-03-19,iso_date,False
136,Industrias Pacífico Sur Ltda.,921635922-9,Manufactura,8,935000000,Chía,CENTRO,evento,Lo refirió el gerente de una cuenta actual.,asignado,2026-08-06,137,136,136,trim_unicode_nfc,False,Industrias Pacífico Sur Ltda.,Industrias Pacífico Sur Ltda.,trim_unicode_nfc,False,921635922-9,9216359229,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,935000000,935000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-08-06,2026-08-06,iso_date,False
137,Suministros Tequendama S.A.S.,986075616-0,Inmobiliario,2100,98513000000,Cartagena,COSTA,web,Tiene contrato vigente con otro proveedor hasta diciembre.,descartado,2026-07-30,138,137,137,trim_unicode_nfc,False,Suministros Tequendama S.A.S.,Suministros Tequendama S.A.S.,trim_unicode_nfc,False,986075616-0,9860756160,nit_remove_formatting,False,Inmobiliario,inmobiliario,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,98513000000,98513000000,nonnegative_decimal,False,Cartagena,Cartagena,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,Tiene contrato vigente con otro proveedor hasta diciembre.,Tiene contrato vigente con otro proveedor hasta diciembre.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-07-30,2026-07-30,iso_date,False
138,Suministros El Dorado S. en C.,989442962-1,Textil,1400,51945000000,Rionegro,ANT,evento,"Registro cargado desde base comprada, sin validar.",en_gestion,2026-07-16,139,138,138,trim_unicode_nfc,False,Suministros El Dorado S. en C.,Suministros El Dorado S. en C.,trim_unicode_nfc,False,989442962-1,9894429621,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,51945000000,51945000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-16,2026-07-16,iso_date,False
139,Comercializadora Tequendama S.A.S.,930837795-7,Agroindustria,55,15692000000,Sincelejo,COSTA,web,"Quiere propuesta para siete sedes, no para una.",asignado,2026-06-08,140,139,139,trim_unicode_nfc,False,Comercializadora Tequendama S.A.S.,Comercializadora Tequendama S.A.S.,trim_unicode_nfc,False,930837795-7,9308377957,nit_remove_formatting,False,Agroindustria,agroindustria,trim_unicode_casefold,False,55,55,nonnegative_decimal,False,15692000000,15692000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,COSTA,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-06-08,2026-06-08,iso_date,False
